Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action|Adventure|Drama|Thriller,6.1,473990832
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action|Adventure|Thriller,6.5,339340102
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action|Drama|History|War,7.1,215294342
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime|Thriller,6.4,362744280
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action|Comedy|Crime|Romance|Thriller,6.5,478207520
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure|Sci-Fi|Thriller,6.3,297276329
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography|Drama,7.5,213741459
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure|Comedy|Family|Fantasy,4.9,237382724
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action|Comedy|Crime|Sci-Fi|Thriller,5.8,227817248
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action|Drama|Fantasy|War,6.2,330880051
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure|Animation|Comedy|Family|Fantasy,5.5,563750323
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation|Comedy|Family|Music|Western,5.4,103951461
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action|Adventure|Mystery|Sci-Fi|Thriller,5.8,179246868
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action|Drama|Sci-Fi|Sport,7.1,299268508
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure|Animation|Comedy|Family|Fantasy,5.4,347545360
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action|Crime|Romance|Thriller,3.7,164508066
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action|Sci-Fi,6.7,125537191
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action|Adventure|Thriller,7.2,383531541
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action|Adventure|Drama|Fantasy,8.8,871530324
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure|Comedy|Family|Fantasy,3.8,133960541
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action|Adventure|Drama|History|War,7.2,211643158
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure|Comedy|Family|Fantasy,5.9,300135367
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation|Family|Fantasy|Musical|Romance,7.1,267045765
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure|Drama|Sci-Fi,8.1,630161890
Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action|Adventure|Romance|Sci-Fi|Thriller,6.9,162949164
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action|Crime|Thriller,6.5,237202299
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action|Drama|Romance,8.5,457640427
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action|Mystery|Sci-Fi|Thriller,7.7,358372926
Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure|Family|Fantasy|Mystery,7.4,878979634
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action|Adventure|Thriller,8.0,594239066
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action|Adventure|Sci-Fi|Thriller,5.7,362211740
James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action|Sci-Fi,8.5,519843345
Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography|Crime|Drama|History|Romance,7.0,214104620
Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography|Crime|Drama,7.8,266465037
James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action|Comedy|Thriller,7.2,378882411
Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy|Romance,5.5,310650585
Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action|Comedy|Crime,6.7,170432927
Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action|Drama|Mystery|Thriller,6.1,242295562
Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Drama|Western,8.5,424983399
Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation|Drama|Family|Musical|Romance,6.9,325338851
Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure|Animation|Comedy|Family|Fantasy,7.3,169327687
Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action|Adventure|Thriller,6.7,312573423
Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action|Adventure|Comedy|Family|Mystery,6.9,347451894
Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action|Adventure|Family|Fantasy,5.1,249488115
Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure|Drama|Family|Fantasy,6.8,100086793
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure|Family|Fantasy,5.8,128388320
Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure|Animation|Family|Fantasy,6.7,268418682
Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Action|Romance|Thriller,6.0,278346189
Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action|Fantasy|Horror|Mystery,5.7,211989043
Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure|Drama|Thriller,8.0,171407179
Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Biography|Comedy|Crime|Drama,8.2,389600694
Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action|Adventure|Fantasy,5.4,336531112
Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action|Sci-Fi|War,7.2,121214377
Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Drama|Sci-Fi,7.5,130482868
Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action|Adventure,6.0,244819862
Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure|Animation|Family|Sci-Fi,7.1,109578115
Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action|Adventure|Thriller,6.1,206172544
Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,Action|Crime|Sport|Thriller,5.3,133718711
Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Adventure|Animation|Comedy|Family,7.2,246233113
Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action|Adventure|Fantasy|Thriller,6.3,433013274
Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Crime|Drama,7.5,193772504
Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Animation|Comedy|Family|Sport,6.8,149044513
Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Comedy|Sci-Fi|Thriller,5.2,101913194
Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Drama|History|War,7.7,172989651
Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Comedy,6.2,104907746
Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action|Adventure|Sci-Fi,7.7,263920180
Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy|Drama|Romance,4.3,288347692
Steve Martino,Peter Dinklage,Josh Gad,Drake,Adventure|Animation|Comedy|Family,6.6,877244782
Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Drama|Family|Fantasy|Romance,7.0,543514353
Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure|Animation|Comedy|Family,8.2,921743261
Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action|Adventure|Drama|Fantasy,8.9,1119110941
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action|Adventure|Drama|Fantasy,8.7,925282504
Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action|Adventure|Fantasy,5.5,114178613
Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action|Adventure|Fantasy|Thriller,5.7,274703340
Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Drama|Mystery|Romance|Sci-Fi|Thriller,6.3,103039258
Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action|Adventure|Sci-Fi|Thriller,5.9,368780809
Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,Action|Drama|Sci-Fi|Thriller,7.6,481800873
Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure|Family|Fantasy,6.6,162839667
John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,Action|Thriller,5.3,304654182
Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action|Adventure|Animation|Family,8.0,631436092
Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure|Family|Fantasy,5.9,226496399
Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Adventure|Comedy|Family|Mystery|Sci-Fi,7.3,589390539
John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Adventure|Animation|Comedy|Family|Fantasy,7.9,485015179
Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Action|Thriller,6.8,167805466
Brett Ratner,Mei Melançon,John Lone,Harris Yulin,Action|Comedy|Crime|Thriller,6.6,347325802
Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Drama|Fantasy|Horror|Mystery|Thriller,6.6,291420351
Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,Animation|Comedy|Family|Sci-Fi,7.0,243006126
Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Action|Adventure|Animation|Comedy|Family,7.0,886684521
Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adventure|Comedy|Drama|Fantasy|Romance,7.3,186337002
McG,Bill Murray,LL Cool J,Kelly Lynch,Action|Adventure|Comedy|Crime|Thriller,5.5,264105545
Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,Crime|Drama|Thriller,8.5,289847354
Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Adventure|Animation|Family|Fantasy|Musical|War,7.5,304320254
Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Action|Comedy,7.0,188072649
David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,Crime|Drama|Mystery|Thriller,7.8,232617430
John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action|Adventure|Thriller,7.6,361212499
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Action|Adventure|Crime|Mystery|Thriller,7.6,524028679
Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,Adventure|Drama|History,6.1,164000000
Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,6.8,186053725
Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,Adventure|Animation|Comedy|Family|Fantasy|Music,5.0,234798636
Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Drama|History|Thriller|War,7.1,200276784
Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Action|Comedy,5.5,199936011
Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,Action|Animation|Comedy|Sci-Fi,5.6,244874809
Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,Comedy|Family|Fantasy|Horror|Mystery,4.9,182290266
Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,Drama|Mystery|Sci-Fi|Thriller,7.4,171120329
Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,Action|Horror|Sci-Fi|Thriller,5.7,190213455
Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,Crime|Mystery|Thriller,6.4,162944923
Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,Adventure|Family|Fantasy,5.9,199850315
Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Action|Adventure|Fantasy,5.5,156505388
Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Action|Adventure|Comedy|Crime|Mystery|Thriller,6.9,334901337
Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,Action|Adventure|Romance|Sci-Fi|Thriller,6.2,118063304
Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,Action|Crime|Thriller,7.0,143049560
Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,Adventure|Sci-Fi|Thriller,5.6,110983407
Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,Adventure|Animation|Comedy|Family|Musical,7.0,484635760
Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action|Drama|Sci-Fi|Thriller,5.4,122823468
Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,Action|Crime|Drama|Thriller,6.1,140807547
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action|Adventure|Sci-Fi,4.3,167977596
Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,Biography|Drama|Sport,8.0,108539911
Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,Drama|History|Sport,7.3,148336445
Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Action|Adventure|Drama|Thriller,6.3,494471524
Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,Action|Crime|Thriller,6.7,207283925
Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,Adventure|Drama|Romance,7.7,429632142
George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,Animation|Comedy|Family|Music|Romance,6.5,384335608
Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,Action|Mystery|Thriller,7.8,288500215
Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,Action|Adventure|Drama|Thriller,6.4,315156409
Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,Crime|Thriller,7.8,450717150
Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Action|Adventure|Romance,5.8,136714484
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,Animation|Comedy|Family|Fantasy,7.1,358375603
Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Animation|Comedy|Family|Fantasy|Musical|Romance,7.1,340487652
Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,Action|Crime|Mystery|Thriller,6.8,208726499
Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,Adventure|Comedy|Family,4.8,183611771
Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Action|Comedy|Crime,6.2,152930623
Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,Comedy|Romance,6.9,205135175
Tony Scott,Will Smith,Jake Busey,Lisa Bonet,Action|Crime|Drama|Mystery|Thriller,7.3,250649836
Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,Comedy|Drama|Romance,6.6,223103655
Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,Crime|Thriller,6.9,311312624
Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,Adventure|Animation|Comedy|Family,6.2,196507326
Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,Adventure|Mystery|Sci-Fi,6.7,263847895
John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,Action|Adventure|Comedy|Fantasy,6.2,137298489
Rob Marshall,Li Gong,Mako,Karl Yune,Drama|Romance,7.3,162242962
Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Action|Crime|Thriller,6.0,158468292
Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,Adventure|Animation|Comedy|Family|Fantasy,7.1,147419472
Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Drama|Fantasy|Romance,7.1,142940100
Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,Adventure|Comedy|Drama|Family|Fantasy,5.6,171735167
Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,Comedy|Romance|Sci-Fi,4.3,166339890
Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Adventure|Comedy|Mystery,4.9,275650703
Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,Comedy|Drama|Fantasy|Romance,6.4,237681299
Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,Action|Comedy|Family|Fantasy,4.3,112483764
Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,Action|Adventure|Sci-Fi|Thriller,6.1,222231186
Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,Action|Adventure|Fantasy|Horror|Sci-Fi,7.0,160388063
Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,Comedy|Drama,6.7,484572835
Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,Action|Adventure|Thriller,6.5,274470394
Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Action|Adventure|Thriller,7.1,456494803
Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Adventure|Drama|Sci-Fi|Thriller,7.3,691247768
Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,Comedy,6.5,586764305
Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Action,7.0,266831698
Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,Adventure|Animation|Comedy|Family,6.8,335206062
Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,7.2,273144151
Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,Comedy|Family|Fantasy,6.4,144491692
Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Action|Drama|Romance|Sci-Fi|Thriller,6.1,349464664
Dean Parisot,Bruce Willis,Anthony Hopkins,Garrick Hagon,Action|Comedy|Crime|Thriller,6.7,142078971
Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,Comedy|Crime|Sport,6.4,190320568
Mike Mitchell,Amy Poehler,Jesse McCartney,Lauren Gottlieb,Adventure|Animation|Comedy|Family|Fantasy|Music,4.4,342695435
Dennis Dugan,Steve Buscemi,Adam Sandler,Jon Lovitz,Comedy,5.4,247022278
Peter Segal,Bill Murray,Dwayne Johnson,Anne Hathaway,Action|Adventure|Comedy,6.5,230685453
Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Comedy|Drama|Romance,6.7,266728738
Martin Scorsese,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Mystery|Thriller,8.1,294804195
Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,Comedy|Drama|Romance,5.6,163733697
Chris Wedge,Jim Broadbent,Drew Carey,Paula Abdul,Adventure|Animation|Comedy|Family|Sci-Fi,6.3,260696994
John Woo,Nicolas Cage,CCH Pounder,Joan Allen,Action|Crime|Sci-Fi|Thriller,7.3,245676146
Adam Shankman,Adam Sandler,Carmen Electra,Kathryn Joosten,Comedy|Family|Fantasy|Romance,6.1,212874442
Sam Mendes,Tom Hanks,Jennifer Jason Leigh,Liam Aiken,Crime|Drama|Thriller,7.7,181001478
Dennis Dugan,Adam Sandler,Bailee Madison,Kevin Nealon,Comedy|Romance,6.4,214945591
Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,Action|Crime|Thriller,6.8,224012234
D.J. Caruso,Rosario Dawson,Ethan Embry,Cameron Boyce,Action|Mystery|Thriller,6.6,178066569
Anthony Minghella,Philip Seymour Hoffman,Natalie Portman,Charlie Hunnam,Adventure|Drama|History|Romance|War,7.2,173013509
Albert Hughes,Denzel Washington,Mila Kunis,Gary Oldman,Action|Adventure|Drama|Thriller,6.9,157058676
Les Mayfield,Robin Williams,Jodi Benson,Sam Lloyd,Comedy|Family|Sci-Fi,5.2,177977226
Jan de Bont,Liam Neeson,Lili Taylor,Virginia Madsen,Fantasy|Horror|Mystery|Thriller,4.9,177311151
Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,6.3,230418342
Shawn Levy,Roger Rees,Henry Czerny,William Abadie,Adventure|Comedy|Crime|Family|Mystery,5.6,158851357
Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,Drama|Sci-Fi|Thriller,5.5,233093859
Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Action|Crime|Mystery|Romance|Thriller,6.7,136982834
David Ayer,Brad Pitt,Logan Lerman,Jim Parrack,Action|Drama|War,7.6,211817906
Ivan Reitman,Harrison Ford,Anne Heche,Amy Sedaris,Action|Adventure|Comedy|Romance,5.7,164839294
Eric Brevig,Justin Timberlake,Tom Cavanagh,Josh Robert Thompson,Adventure|Animation|Comedy|Family,4.6,201584141
Kelly Asbury,Matt Damon,Charles Napier,Zahn McClarnon,Adventure|Animation|Family|Western,7.0,122563539
Frank Coraci,Rosario Dawson,Leslie Bibb,Nicholas Turturro,Comedy|Family|Romance,5.2,169852759
Stephen Hopkins,Gary Oldman,William Hurt,June Lockhart,Action|Adventure|Family|Sci-Fi|Thriller,5.1,136159423
Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Fran Drescher,Animation|Comedy|Family|Fantasy,6.7,473226958
Simon Wells,Mark Addy,Alan Young,Josh Stamberg,Action|Adventure|Sci-Fi,5.9,123729176
Dominic Sena,Hugh Jackman,Don Cheadle,Sam Shepard,Action|Crime|Thriller,6.5,147080413
Martin Campbell,Michael Emerson,Nick Chinlund,Adrian Alonso,Action|Adventure|Western,5.9,141511378
Terry Gilliam,Matt Damon,Heath Ledger,Mackenzie Crook,Action|Adventure|Comedy|Fantasy|Thriller,5.9,105316267
Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Action|Comedy|Sci-Fi,6.3,101371017
Jonathan Mostow,Bruce Willis,Devin Ratray,Boris Kodjoe,Action|Sci-Fi|Thriller,6.3,122444772
Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,Action|Adventure|Drama|Thriller,5.8,159212469
Barry Cook,Charlie Rowe,Tiya Sircar,Madison Rothschild,Adventure|Animation|Family,5.2,125561240
Breck Eisner,Vin Diesel,Joseph Gilgun,Lotte Verbeek,Action|Adventure|Fantasy,6.0,146936910
Ron Howard,Adam Goldberg,Austin Pendleton,Judd Hirsch,Biography|Drama,8.2,313542341
Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,Adventure|Animation|Drama|Family|Musical,8.5,987483777
Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,5.8,335260290
Cody Cameron,Will Forte,Khamani Griffin,Melissa Sturm,Animation|Comedy|Family|Fantasy|Sci-Fi,6.5,274325949
Brett Ratner,Philip Seymour Hoffman,Anthony Hopkins,Emily Watson,Crime|Drama|Thriller,7.2,209451898
Joe Johnston,J.K. Simmons,Viggo Mortensen,Peter Mensah,Action|Adventure|Western,6.7,108103450
Dennis Dugan,Al Pacino,Adam Sandler,Tim Meadows,Comedy,3.4,149673788
John Singleton,Paul Walker,Cole Hauser,Mo Gallini,Action|Crime|Thriller,5.9,236041731
Yarrow Cheney,Steve Coogan,Eric Stonestreet,Albert Brooks,Animation|Comedy|Family,6.8,875457937
Stephen Norrington,Jason Flemyng,Max Ryan,Tony Curran,Action|Adventure|Fantasy|Sci-Fi,5.8,179265204
Pierre Coffin,Steve Carell,Miranda Cosgrove,Steve Coogan,Animation|Comedy|Family|Sci-Fi,7.5,970761885
Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,Action|Adventure|Sci-Fi,6.9,816969268
Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,Action|Adventure|Sci-Fi,6.5,618638999
Eric Darnell,Jada Pinkett Smith,Cedric the Entertainer,Andy Richter,Adventure|Animation|Comedy|Family,6.9,532680671
Bryan Singer,Hugh Jackman,Tyler Mane,Bruce Davison,Action|Adventure|Sci-Fi,7.4,296250053
Timur Bekmambetov,Angelina Jolie Pitt,Morgan Freeman,Common,Action|Crime|Fantasy|Thriller,6.7,341433252
Michael Bay,Nicolas Cage,Michael Biehn,Bokeem Woodbine,Action|Adventure|Thriller,7.4,335062621
Carlos Saldanha,Denis Leary,Ray Romano,Jay Leno,Action|Adventure|Animation|Comedy|Family|Fantasy,6.9,655388158
Peter Segal,Adam Sandler,Peter Dante,Allen Covert,Comedy|Romance,6.8,196482882
Adam Shankman,Jerry Stiller,Elijah Kelley,Paul Dooley,Comedy|Drama|Family|Music|Musical|Romance,6.7,202548575
David Kellogg,Matthew Broderick,Rene Auberjonois,Rupert Everett,Action|Adventure|Comedy|Family|Sci-Fi,4.1,134403112
Louis Leterrier,Morgan Freeman,Common,Michael Kelly,Crime|Mystery|Thriller,7.3,351723989
Dennis Dugan,Steve Buscemi,Adam Sandler,Salma Hayek,Comedy,6.0,271430189
Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,Comedy|Drama,7.3,218686156
Thor Freudenthal,Don Cheadle,Kevin Dillon,Yvette Nicole Brown,Comedy|Family,5.4,117283065
Martin Campbell,Nicholas Lea,Scott Glenn,Ben Mendelsohn,Action|Adventure|Drama|Thriller,5.9,215663859
Mike Nichols,Philip Seymour Hoffman,Tom Hanks,Jud Tylor,Biography|Comedy|Drama|History,7.1,119000410
Bibo Bergeron,Robert De Niro,Martin Scorsese,Angelina Jolie Pitt,Adventure|Animation|Comedy|Family,6.0,367275019
Bill Condon,Loretta Devine,Jennifer Hudson,Anika Noni Rose,Drama|Music|Musical,6.5,154937680
Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,Mathieu Amalric,Drama|History|Thriller,7.6,130358911
Guy Ritchie,Henry Cavill,Elizabeth Debicki,Christian Berkel,Action|Adventure|Comedy,7.3,109845109
Gil Kenan,Steve Buscemi,Jon Heder,Catherine O'Hara,Animation|Comedy|Family|Fantasy|Mystery,6.6,140175006
Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,Action|Adventure|Romance|Thriller,5.9,127600435
Andy Tennant,Bai Ling,Geoffrey Palmer,Randall Duk Kim,Drama|History|Romance,6.7,113996937
Tarsem Singh,Henry Cavill,Daniel Sharman,Steve Byers,Action|Drama|Fantasy|Romance,6.1,226904017
M. Night Shyamalan,Robin Wright,Bruce Willis,Michael Kelly,Drama|Mystery|Sci-Fi|Thriller,7.2,248118121
Kyle Balda,Steve Carell,Jon Hamm,Steve Coogan,Action|Animation|Comedy|Family|Sci-Fi,6.4,1159398397
Brian De Palma,Nicolas Cage,Mike Starr,John Heard,Crime|Mystery|Thriller,5.9,103891409
Andy Tennant,Matthew McConaughey,Ray Winstone,Alexis Dziena,Action|Adventure|Comedy|Romance|Thriller,5.6,111231041
Adam McKay,Will Ferrell,Leslie Bibb,Gary Cole,Action|Comedy|Sport,6.6,162966177
Steve Carr,Raven-Symoné,Jeffrey Jones,Kevin Pollak,Comedy|Family|Fantasy,4.6,176104344
