138 138 138 138 7 6.2
139 82 61 139 0 7.3
140 140 140 140 0 4.2
48 103 75 49 0 6.9
60 62 142 142 0 6.4
143 143 143 143 0 5.4
144 34 26 144 7 6.7
145 34 145 145 7 5.8
146 146 146 146 7 6.9
105 46 1 147 7 7.2
121 121 148 121 7 6.9
149 149 149 149 0 6.1
150 150 150 150 0 5.5
36 151 35 151 0 6.6
19 19 152 138 0 6.1
61 61 113 153 0 6.3
154 6 82 154 0 7.2
88 75 135 155 0 7.4
156 34 156 156 7 7.3
157 157 157 157 74 6.1
158 75 158 158 0 7.7
22 3 159 159 0 6.1
48 8 160 48 0 8.0
6 6 6 6 0 7.3
93 93 95 93 0 7.9
163 93 163 163 0 5.5
72 164 164 164 0 5.0
10 165 165 165 0 7.7
166 72 166 166 0 6.6
167 167 167 167 0 5.7
168 62 168 163 0 5.8
169 96 68 67 0 6.0
170 35 170 170 0 6.4
136 27 108 86 0 6.9
110 149 172 172 0 6.4
173 173 173 173 0 7.4
174 114 81 174 7 5.5
128 122 46 44 61 5.9
176 146 176 22 0 6.8
4 177 177 177 0 7.5
54 178 178 178 7 6.8
179 26 3 179 7 8.1
180 42 180 180 7 6.5
1 1 54 181 7 7.2
121 48 182 182 7 6.7
183 183 133 30 0 8.1
184 82 154 143 0 7.6
185 29 86 185 0 7.4
103 47 103 186 7 7.6
174 114 81 174 7 5.5
188 188 188 188 7 6.7
54 75 189 189 7 6.5
36 19 190 190 0 6.6
107 71 191 191 0 6.7
192 82 105 192 0 6.4
193 113 193 193 0 5.8
54 194 194 194 0 7.4
195 9 61 9 7 7.8
50 124 163 196 7 6.6
140 19 128 36 0 4.9
198 198 198 198 7 6.5
199 9 199 199 0 7.5
122 122 122 122 7 6.2
201 6 46 201 0 7.3
202 9 114 202 7 7.5
203 42 40 203 0 5.6
98 98 98 98 0 8.2
1 1 1 1 0 8.1
199 9 194 206 206 6.4
103 47 103 103 7 6.7
129 43 208 208 129 6.6
209 209 209 209 7 6.4
11 34 210 210 0 7.5
57 45 45 168 0 7.3
212 8 49 212 0 7.5
176 28 101 213 0 5.8
214 214 214 214 0 7.5
215 194 215 215 0 6.6
216 135 216 216 0 6.7
217 217 92 217 0 3.7
129 218 218 218 74 6.0
60 51 77 92 0 6.4
220 75 220 164 0 6.1
105 221 221 221 0 6.4
222 27 222 105 0 5.6
167 223 178 223 7 8.0
224 104 224 224 0 5.2
183 183 225 225 0 7.1
44 226 121 226 0 4.8
22 65 116 135 7 7.0
146 228 7 228 7 5.4
229 183 82 117 0 6.6
230 45 213 230 0 6.7
231 61 231 231 0 6.2
62 232 232 232 0 6.1
233 233 233 233 74 5.3
234 75 234 190 0 6.3
40 66 75 235 0 7.0
236 127 24 236 0 7.6
236 127 24 236 0 6.7
67 35 43 238 7 8.1
234 34 239 239 0 6.7
236 127 28 240 0 6.5
241 42 21 104 7 7.3
242 242 242 242 7 5.1
220 104 243 243 0 6.0
244 8 18 116 0 6.1
133 245 245 245 0 5.9
195 246 246 246 7 7.8
247 247 247 59 0 5.8
248 248 245 7 0 6.3
249 249 249 249 0 4.3
122 122 122 122 0 6.4
251 168 222 251 0 6.1
252 252 149 252 0 6.5
60 66 253 14 0 7.1
254 46 254 254 254 6.4
75 46 82 255 0 6.5
203 26 256 256 7 6.3
70 26 257 257 257 7.5
68 258 258 258 7 4.9
259 2 14 259 0 5.8
4 260 260 260 0 7.6
261 24 261 176 0 6.2
262 262 262 262 7 5.5
263 35 263 263 61 5.4
203 25 256 128 0 5.8
122 34 265 265 0 7.1
262 266 266 266 7 5.4
267 267 42 267 0 3.7
123 54 268 268 0 6.7
269 151 269 269 0 7.2
20 24 1 270 0 8.8
271 54 122 271 0 5.8
272 19 121 164 257 6.8
273 35 273 273 7 3.8
163 19 48 274 0 7.1
22 28 1 275 0 7.2
146 276 228 276 7 5.9
277 138 277 277 61 7.1
22 183 278 278 7 8.1
279 279 4 4 74 7.2
36 8 35 95 0 6.9
281 281 281 79 74 4.4
282 104 82 282 0 6.5
22 95 283 283 0 8.5
54 75 284 284 0 7.7
202 9 9 193 7 7.4
42 24 286 286 0 8.0
33 85 287 287 0 5.7
0 164 288 288 0 8.5
272 1 3 18 257 7.0
22 290 290 290 257 7.8
0 291 291 291 0 7.2
292 290 36 292 0 6.4
293 293 293 293 74 5.5
294 168 201 294 0 6.7
295 295 238 295 0 6.1
296 26 2 225 26 8.5
297 226 297 297 61 6.9
298 298 298 298 7 7.3
299 45 299 151 0 6.7
104 104 300 300 0 6.9
301 95 301 301 0 5.1
302 302 302 302 7 6.8
145 34 145 145 7 5.8
304 103 304 304 7 6.7
305 1 82 305 0 6.0
306 0 306 306 0 5.7
158 26 95 307 7 8.0
70 26 96 32 257 8.2
217 217 309 309 0 5.4
214 310 310 310 0 7.2
311 43 311 54 26 7.5
10 231 164 312 0 7.0
313 257 313 313 0 3.3
34 168 305 314 0 6.0
277 3 148 315 7 7.1
316 201 316 316 7 5.4
317 45 299 54 0 6.1
318 54 133 67 0 5.3
319 319 319 319 74 2.2
129 8 320 320 0 7.0
321 152 321 321 0 3.8
183 183 322 322 0 6.9
323 323 323 323 7 7.2
324 324 324 324 26 7.3
77 168 72 325 0 6.3
70 26 28 54 254 7.5
327 3 327 327 26 7.6
328 40 328 328 61 6.8
329 329 138 329 74 5.2
22 222 164 49 26 7.7
331 201 331 331 74 6.2
332 332 151 61 0 7.7
333 333 333 333 74 4.3
334 334 334 334 7 6.9
323 16 125 335 7 6.6
130 86 336 133 26 7.0
20 337 337 60 26 6.7
5 338 181 7 7 8.2
20 1 270 339 0 8.9
20 24 1 270 0 8.7
341 40 95 341 0 5.5
299 82 75 342 0 5.7
343 1 66 52 26 6.3
136 344 344 344 0 5.9
345 6 345 35 0 7.6
346 148 346 346 7 6.6
347 151 347 347 0 5.3
348 77 234 190 26 6.0
88 349 349 349 0 8.0
350 350 11 350 0 5.6
202 193 152 122 7 5.9
19 19 138 352 7 7.3
41 43 43 154 7 7.9
292 290 152 354 0 6.8
34 355 355 355 0 6.6
61 54 356 356 26 6.6
357 357 316 357 61 7.0
209 358 358 358 0 7.0
359 257 359 359 7 7.3
44 79 360 360 0 5.5
70 26 183 54 254 8.5
362 170 362 362 7 7.5
359 8 122 363 0 7.0
101 61 364 364 254 7.8
215 151 365 365 0 7.6
212 8 49 366 0 7.6
367 66 129 268 7 6.1
297 160 368 368 0 6.8
369 369 369 369 7 5.0
11 75 14 25 26 7.1
371 371 371 371 0 5.5
202 16 371 125 0 5.6
54 373 22 373 7 7.1
146 374 374 374 74 4.9
61 96 375 375 26 7.4
214 376 376 359 0 5.7
377 377 377 377 254 6.4
378 193 378 363 7 5.9
267 93 82 95 0 5.5
168 9 66 380 0 6.9
192 381 381 381 0 6.2
292 46 382 382 0 7.0
383 32 283 383 7 5.6
209 33 384 384 7 7.0
202 122 60 157 74 6.8
386 32 386 386 0 5.4
387 54 46 387 0 6.1
388 28 388 388 26 6.7
249 249 249 249 0 4.3
390 390 111 390 7 6.9
129 391 391 391 257 8.0
392 392 228 392 0 4.4
393 40 393 112 26 7.3
267 103 394 394 0 6.3
72 45 45 100 0 6.7
61 43 396 396 7 7.7
128 122 34 397 61 6.5
183 183 398 398 0 7.8
105 54 61 399 0 6.4
254 46 121 400 254 7.8
401 332 193 1 0 5.8
402 35 371 329 61 7.1
403 403 403 403 61 7.1
4 404 404 404 254 8.6
405 290 42 164 0 6.8
403 222 107 406 7 4.8
34 138 407 92 0 6.2
408 26 305 408 74 6.9
292 19 310 409 0 7.3
408 410 410 410 74 6.6
254 411 183 46 254 6.9
412 32 412 412 7 6.2
413 26 256 256 7 6.7
414 414 414 414 26 7.6
28 168 152 49 0 6.7
215 416 416 346 0 6.2
18 417 111 417 26 7.3
57 418 418 418 0 6.0
419 54 419 419 7 7.1
420 113 46 142 26 7.1
421 421 421 421 0 5.5
422 422 422 422 74 7.8
423 254 228 245 7 5.6
424 424 424 424 0 7.5
425 36 425 425 0 5.4
426 426 426 426 74 4.3
262 427 427 427 7 4.9
428 428 428 428 0 7.1
271 371 429 429 74 6.4
430 430 430 430 74 6.9
251 90 35 431 0 4.3
75 81 236 432 0 6.1
52 433 433 433 0 7.0
101 8 51 434 254 7.7
252 282 435 158 0 5.9
74 66 74 189 74 6.7
299 45 299 72 0 6.5
383 75 24 438 0 7.1
393 47 103 439 7 7.3
440 95 440 440 74 6.5
33 217 252 441 0 7.0
188 151 74 302 7 6.8
93 291 443 443 7 7.2
444 35 254 138 74 6.4
445 66 32 282 0 6.1
157 151 113 446 0 6.7
426 371 447 447 74 6.4
87 68 369 448 7 4.4
371 35 371 329 74 5.4
426 79 168 33 0 6.5
408 85 32 451 74 6.7
70 26 452 452 129 8.1
453 32 282 453 74 5.6
304 54 454 454 7 6.3
220 104 0 398 0 7.3
456 371 456 456 74 6.1
2 43 457 457 254 7.7
371 371 458 371 74 6.4
4 459 459 459 0 8.8
299 35 460 460 0 6.8
461 152 461 461 0 6.6
462 103 127 52 7 7.2
463 290 38 61 0 6.9
464 122 464 464 74 5.2
267 28 465 465 206 4.9
466 79 154 466 7 6.3
122 467 467 467 7 5.6
468 85 87 468 26 5.5
166 254 469 469 0 6.7
73 46 193 470 0 7.6
471 54 386 191 0 5.7
472 107 472 472 7 4.6
473 183 473 473 7 7.0
271 152 474 474 74 5.2
475 61 22 475 0 5.1
476 290 476 476 26 6.6
477 438 382 477 26 7.0
402 35 371 478 61 6.7
4 479 479 479 74 7.6
480 480 480 480 61 7.3
143 22 481 481 0 5.9
321 116 482 482 0 5.6
282 34 32 164 0 6.5
42 484 484 484 0 5.9
485 122 485 485 26 7.0
486 371 329 486 74 5.3
487 183 66 194 0 5.9
33 127 148 179 0 6.3
489 489 489 489 26 6.4
149 113 490 490 0 6.9
94 151 491 491 0 6.3
247 48 492 492 26 7.3
72 299 493 493 0 5.8
494 494 494 494 7 5.2
495 495 381 495 0 2.4
496 72 496 496 7 5.7
18 497 497 497 26 5.8
166 45 93 461 0 5.6
499 341 499 499 0 6.0
128 500 397 500 7 5.8
169 45 501 501 0 6.0
502 502 502 502 0 5.7
332 503 503 503 7 6.0
504 504 504 504 4 7.8
306 345 382 505 0 4.2
401 506 506 506 0 5.6
507 507 507 507 61 4.4
129 500 508 92 257 8.2
412 138 228 509 7 8.5
251 103 168 333 0 5.8
511 357 156 511 61 6.5
34 103 113 512 254 7.2
136 6 493 176 0 6.7
371 411 371 514 74 3.4
515 45 347 515 0 5.9
184 40 6 96 7 7.8
517 467 517 517 517 5.9
518 293 119 518 7 4.1
519 122 519 519 61 6.8
520 101 520 194 0 5.8
521 74 521 122 61 7.5
60 19 253 522 0 6.9
54 523 523 523 0 6.5
121 121 121 182 7 6.9
195 52 525 525 26 7.9
11 34 526 210 0 7.4
367 82 66 44 0 6.7
36 104 528 528 0 7.4
209 358 529 529 0 6.9
426 371 530 530 74 6.8
456 531 531 531 74 6.7
350 173 532 532 532 5.1
533 138 309 107 0 4.1
176 66 44 534 254 7.3
371 35 371 71 74 6.0
54 43 274 536 74 7.3
4 490 537 537 26 7.5
378 32 538 538 74 5.4
42 539 216 159 0 5.9
540 103 43 540 257 7.1
334 293 70 82 7 6.0
174 542 542 277 26 6.5
4 543 543 543 254 8.3
544 168 544 309 74 5.7
54 129 545 12 26 7.6
546 151 375 347 0 6.6
547 547 189 302 0 5.4
212 10 50 548 0 7.3
233 371 549 549 74 6.5
550 35 328 302 61 6.6
551 151 551 551 74 6.6
552 101 552 552 0 5.9
553 71 553 553 26 6.7
423 10 554 554 0 6.1
555 74 151 555 0 6.6
556 183 119 228 0 6.6
557 54 48 557 0 5.3
401 283 558 443 0 6.0
559 15 559 559 26 6.0
560 72 560 560 61 4.7
347 77 194 356 0 6.1
140 61 151 534 26 7.2
563 74 87 122 0 6.4
10 87 231 216 0 6.1
383 104 565 565 254 5.9
551 566 566 566 26 6.0
567 16 125 567 0 6.3
553 96 54 568 0 5.6
569 371 290 569 74 6.4
28 111 570 570 0 7.1
294 201 474 571 0 6.6
572 572 276 572 74 4.6
573 573 573 573 257 8.4
2 51 574 574 0 7.1
575 519 575 575 7 7.4
576 576 430 576 26 6.9
350 299 287 577 0 4.5
414 578 578 578 7 7.1
140 29 29 22 26 6.5
580 60 572 580 74 5.3
140 581 581 581 26 6.7
16 107 582 582 7 7.2
41 43 583 583 7 7.2
584 254 15 584 74 5.5
72 45 585 585 0 5.8
586 586 586 91 7 6.0
129 465 67 166 254 6.6
296 65 46 2 7 8.3
54 122 254 414 7 6.7
34 168 305 314 0 6.0
350 151 591 591 0 7.1
592 135 592 360 0 6.0
4 593 593 593 7 7.5
594 75 286 75 206 6.9
140 29 595 595 26 5.6
401 380 149 596 0 5.6
580 68 597 369 61 4.5
598 87 234 598 0 7.1
546 93 66 599 0 6.5
600 600 600 600 0 6.4
133 245 470 36 0 5.8
33 35 602 30 7 8.0
540 603 603 603 26 6.2
54 604 48 49 26 7.2
605 79 183 595 26 6.1
0 528 606 221 7 7.6
113 11 508 607 26 6.3
608 108 608 608 0 6.3
158 290 151 609 0 6.3
102 10 118 610 7 7.7
414 46 111 611 7 7.0
129 62 218 612 74 5.3
217 113 613 613 0 5.6
614 168 614 614 0 5.2
580 571 615 615 0 5.4
616 256 616 616 0 6.4
456 617 617 617 74 5.9
618 151 347 618 26 6.3
619 45 293 159 0 6.5
215 360 598 441 0 3.0
621 621 616 621 0 3.6
622 66 622 321 0 5.8
623 129 623 603 0 6.2
263 624 60 624 7 5.6
272 8 625 625 0 5.4
626 82 626 71 0 6.1
627 627 627 627 254 4.2
628 299 628 628 0 6.7
350 629 629 629 0 4.2
630 66 391 630 0 6.4
631 114 81 424 7 4.9
329 293 11 632 254 6.8
521 74 521 90 61 7.7
634 634 634 634 0 5.6
433 28 66 433 74 6.4
636 636 636 636 7 7.2
637 119 0 41 0 6.0
623 638 52 638 74 5.9
272 411 138 309 257 7.9
640 640 89 640 0 6.8
22 26 641 641 0 7.1
331 74 203 48 74 5.9
367 305 108 320 0 5.9
425 151 644 644 0 6.2
4 584 645 645 74 7.4
646 576 646 576 26 7.0
647 61 145 647 0 5.4
54 43 45 183 0 8.6
649 122 108 36 0 6.5
408 29 650 542 74 6.4
304 364 181 358 7 7.6
652 66 112 652 26 5.5
54 3 430 391 257 7.4
62 85 654 654 0 8.7
129 43 655 655 7 7.6
214 214 214 214 0 7.5
657 657 657 657 74 5.5
658 34 62 33 26 7.6
659 43 659 460 74 6.5
294 201 257 660 74 6.9
42 113 661 661 0 6.7
440 8 290 662 74 6.6
82 663 663 663 257 7.2
664 664 664 664 0 6.4
350 299 665 665 0 6.4
220 67 666 221 0 6.0
104 151 667 667 74 6.1
113 104 668 300 26 6.0
51 254 6 669 26 6.4
670 371 140 670 74 6.4
671 75 671 377 26 7.3
672 672 476 672 74 5.2
673 19 359 673 74 6.6
44 3 674 674 0 6.3
675 42 675 157 0 5.9
390 676 676 390 0 6.4
540 677 677 677 74 6.7
401 332 491 37 0 5.4
401 45 520 398 0 6.4
350 680 680 680 0 6.7
681 681 381 681 0 6.2
32 81 103 682 0 6.1
101 46 683 683 26 8.8
44 96 684 574 26 7.1
4 101 20 685 254 8.1
686 151 238 392 0 5.7
659 435 687 523 74 5.0
688 688 688 356 0 5.1
689 689 689 689 254 6.9
646 111 85 364 0 4.8
691 3 151 24 0 6.5
377 54 24 692 26 5.1
693 534 693 693 7 7.1
311 694 694 694 254 7.5
331 202 695 695 0 6.2
144 104 116 696 0 6.3
54 154 523 697 7 8.1
652 77 302 698 7 6.6
192 54 699 421 0 6.9
700 700 700 700 0 6.1
701 276 701 701 74 4.3
94 96 25 702 0 6.6
703 703 666 298 74 6.8
704 107 704 202 74 3.8
705 329 528 705 0 5.9
296 706 457 235 254 7.9
707 201 68 328 74 6.3
708 571 708 708 7 5.5
10 93 65 709 0 7.7
331 293 293 293 74 6.3
711 711 711 711 74 7.1
576 43 576 344 254 8.5
369 713 713 713 0 5.9
298 302 58 191 7 5.8
101 715 92 715 254 8.1
75 183 716 716 0 7.9
42 532 252 425 0 7.2
299 667 718 718 26 6.3
173 387 243 719 74 8.1
720 148 720 720 7 7.0
572 721 650 58 74 5.5
693 290 722 722 0 6.7
319 723 708 723 0 5.2
544 45 116 724 0 7.0
725 476 725 59 74 6.1
121 299 726 726 7 6.6
727 32 333 727 74 5.5
292 75 282 321 0 5.9
456 174 729 729 7 5.4
730 730 465 730 0 6.4
731 6 254 165 26 5.7
34 104 32 356 74 6.7
203 151 66 733 0 7.1
113 411 77 360 26 6.8
735 8 24 735 26 6.5
272 75 121 309 254 7.6
295 168 467 339 0 5.5
738 738 668 738 0 6.5
135 75 282 345 0 7.0
350 360 435 740 0 5.8
741 741 741 741 4 7.3
254 183 742 742 26 6.6
743 287 743 743 0 4.4
560 582 744 744 61 7.7
140 328 394 745 517 5.0
292 290 599 12 0 7.7
747 8 0 333 74 4.4
440 180 456 748 74 6.1
749 624 749 749 74 5.4
52 750 636 433 0 6.8
751 282 655 377 26 6.5
752 424 83 752 7 7.0
627 6 151 753 0 6.3
220 286 164 108 0 6.3
755 41 755 421 26 6.1
756 193 138 11 7 6.1
4 757 757 757 74 7.3
758 704 309 758 0 5.3
759 759 759 759 0 5.4
130 760 145 760 0 6.2
761 47 293 95 257 6.6
762 93 599 762 0 5.9
763 763 315 421 0 6.3
546 764 764 764 0 7.2
765 765 696 765 7 6.8
766 364 766 755 74 6.1
357 66 201 767 0 7.8
768 768 131 768 0 5.0
646 3 93 96 0 6.2
770 770 625 770 0 6.7
771 40 60 771 7 4.9
664 183 66 772 257 7.4
773 61 15 773 254 7.1
216 254 14 774 74 6.2
775 775 775 775 74 4.9
592 776 776 776 0 6.1
777 168 61 258 7 6.1
778 3 600 600 0 6.4
779 121 779 779 74 6.3
780 664 780 221 26 6.8
42 781 54 774 254 6.6
306 782 782 782 532 5.7
771 293 783 783 74 5.9
755 293 411 628 0 6.0
785 151 655 785 0 6.1
145 8 181 374 257 6.7
735 183 19 116 26 6.7
594 103 328 393 7 7.9
708 79 467 789 61 5.0
149 790 124 790 0 4.3
791 791 791 791 0 5.7
792 46 792 792 7 6.7
401 558 364 655 532 6.7
8 8 8 8 0 8.1
74 164 795 142 26 6.1
383 8 796 565 254 5.6
797 6 35 797 0 6.6
798 52 67 798 0 6.9
799 799 799 799 532 4.8
800 800 22 800 26 6.2
801 20 801 0 206 6.0
747 234 802 802 7 4.9
803 220 803 803 26 5.6
129 96 500 218 74 6.1
805 72 18 805 7 6.1
691 8 111 806 0 4.8
807 1 807 807 0 5.5
808 45 808 808 0 3.8
42 82 293 243 7 6.5
810 417 810 810 0 6.0
811 6 811 811 0 6.7
812 42 812 812 0 8.1
813 273 813 813 74 4.9
664 95 814 814 0 7.3
68 815 815 815 7 6.4
4 816 816 816 74 6.6
346 328 286 817 74 6.7
749 818 22 245 74 3.6
819 299 819 819 0 5.7
605 820 820 820 74 6.0
271 174 371 329 74 4.9
725 534 822 822 74 4.7
122 125 823 823 74 6.3
401 332 491 824 0 5.9
825 345 825 825 0 5.9
4 333 333 826 74 7.0
681 85 411 116 26 7.5
828 371 828 357 74 5.6
72 77 829 829 0 6.4
34 71 32 830 0 6.3
831 104 831 831 0 4.3
832 3 832 832 26 5.9
4 833 833 833 74 6.7
456 45 7 764 0 5.5
835 168 835 835 0 6.2
61 43 836 836 74 8.8
708 369 837 837 61 5.2
331 293 293 293 74 7.0
839 3 334 839 7 6.6
166 11 840 764 0 7.3
74 121 238 460 74 5.6
553 19 435 373 74 6.6
843 72 89 843 0 5.4
844 844 844 58 74 6.3
183 43 845 845 257 7.9
122 38 6 74 74 6.3
316 107 847 783 74 6.0
546 290 70 848 0 7.2
849 414 257 849 74 5.1
292 290 493 850 0 7.3
851 19 851 851 257 8.0
203 852 798 852 26 6.2
551 226 853 295 26 6.0
316 104 105 760 26 6.7
296 855 92 855 0 8.1
329 8 856 319 74 6.4
4 857 857 857 0 8.4
296 92 858 835 0 8.0
392 299 859 859 0 6.3
61 151 410 698 74 6.4
861 771 861 861 0 6.6
778 60 164 862 0 6.4
346 863 863 630 74 6.0
146 72 864 393 0 6.6
865 68 865 143 7 5.9
101 866 866 866 0 6.4
867 867 867 867 257 6.3
868 293 387 868 0 7.3
475 14 339 869 7 6.8
870 56 870 870 61 7.2
871 357 871 391 0 5.7
872 283 872 872 0 6.0
104 113 677 873 26 6.5
623 183 874 874 74 5.8
875 201 677 662 74 5.8
876 71 876 113 7 6.7
664 82 534 760 254 7.8
421 85 66 36 0 5.6
292 293 851 879 0 5.8
217 93 622 880 26 7.4
881 62 231 190 257 6.9
882 116 753 882 0 5.5
883 883 883 883 26 6.3
884 584 884 576 0 4.7
885 181 214 523 74 5.6
106 146 886 886 7 6.4
600 37 797 887 0 4.2
888 711 888 888 26 6.4
763 889 889 889 26 7.7
671 890 890 890 254 7.7
891 299 891 866 254 5.3
52 892 25 194 0 6.7
851 19 152 893 26 7.7
799 299 894 894 0 5.7
895 411 41 560 254 7.6
594 1 6 29 74 6.4
27 897 897 897 74 5.6
898 840 764 898 0 6.8
420 899 899 899 74 2.4
751 26 113 36 26 6.2
515 3 295 667 0 5.9
556 6 34 902 7 7.1
50 54 903 164 26 7.6
785 35 293 904 254 5.5
905 1 48 257 257 7.0
664 45 88 60 26 7.1
544 93 474 534 254 7.4
908 296 152 235 0 7.6
476 138 909 909 26 5.9
910 8 282 910 26 5.9
54 26 43 111 257 8.0
388 231 490 912 26 7.4
185 32 157 913 74 5.8
914 61 410 56 74 6.3
584 95 174 33 74 5.7
916 916 916 773 0 5.1
917 94 356 917 26 7.6
918 42 40 918 74 6.4
919 919 919 919 257 7.4
70 293 43 572 257 8.2
921 921 921 921 0 6.5
922 111 111 922 0 5.5
623 799 923 923 74 6.5
924 924 384 125 61 5.6
925 138 925 925 74 4.9
24 114 81 174 7 4.6
16 927 107 927 7 7.9
928 183 534 928 928 7.1
76 9 66 315 0 6.9
594 75 273 930 74 7.3
433 38 433 375 74 7.0
233 932 575 932 74 7.7
74 122 103 460 257 6.7
294 54 201 74 74 6.3
486 35 371 888 74 5.8
48 936 337 936 129 7.1
254 254 30 937 257 7.3
775 96 500 938 74 6.4
357 62 939 418 0 7.1
940 46 75 6 26 7.6
185 95 328 941 74 6.8
942 168 25 942 0 6.6
202 254 457 943 74 6.7
828 201 427 944 74 6.1
18 1 410 424 7 6.0
946 290 946 603 254 7.6
947 947 947 664 0 7.1
948 948 252 247 0 5.0
594 8 183 203 74 7.1
163 104 159 950 26 6.2
861 95 96 328 74 5.6
952 25 571 952 532 5.4
673 770 21 74 74 7.4
954 79 954 954 61 5.0
955 291 583 310 74 5.2
956 103 61 46 257 7.6
105 11 66 166 0 6.6
958 28 825 958 0 7.0
959 168 959 143 0 5.7
960 127 49 960 0 8.2
918 961 961 961 0 6.2
4 339 962 962 254 7.9
963 201 334 338 7 6.6
964 958 938 964 7 4.7
965 60 965 965 254 6.3
966 135 966 314 0 6.1
967 967 967 967 26 6.7
461 968 968 968 0 6.1
969 183 969 969 26 7.0
36 149 970 970 0 7.4
971 62 584 971 7 7.3
972 74 54 972 254 5.8
664 664 306 216 0 6.7
22 493 226 157 0 5.8
101 947 129 975 26 7.8
976 599 947 976 7 6.6
977 85 32 977 74 6.5
978 844 978 675 74 6.7
544 11 979 836 0 7.3
980 662 980 980 0 5.8
981 806 981 981 0 5.5
496 24 982 982 74 6.3
918 8 282 828 254 7.4
445 129 866 984 0 5.9
985 332 25 985 0 6.2
986 61 54 986 74 5.9
987 290 380 987 254 6.5
988 565 988 988 0 4.4
908 174 333 989 0 3.5
990 26 990 990 7 6.6
584 356 324 273 74 6.0
960 992 992 992 0 6.4
6 6 273 993 26 6.5
4 994 994 994 254 7.8
995 226 995 677 74 4.3
861 21 29 122 74 4.2
664 183 997 271 26 6.5
998 770 830 998 254 6.1
166 999 299 999 0 6.3
